InChI_Key,species,SLN,SMILES,LogS,UnLogged_LogS,MW,MLOGP,Kh_first,UnLoggedKh_first,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
XIFFTDRFWYFAPO-UHFFFAOYSA-N,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl",C[1](C(=C(C(=C(C=@1Cl)Cl)Cl)Cl)Cl)C[12]C(=C(CH=C(C=@12Cl)Cl)Cl)Cl,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,-10.41,3.89E-11,464.18,7.153,5.80914299,644381.391,6.195985135,0.019411691,6.195985135,0.019411691,0.291598447,464.217,463.209,459.7274992,112,0,0.080891696,-0.082631504,0.082631504,0.080891696,0.380952381,0.666666667,1.047619048,35.50651638,10.04941276,2.253253854,-2.161551447,2.528433711,-1.903099128,6.576809426,1.606090166,2.995573144,696.114038,16.05795974,9.479030526,16.28239104,9.67931567,5.028190398,8.429870655,3.788088484,7.248240049,2.571598803,6.423160427,1.617047323,3.942892685,1.05,34679.31608,18.38954292,6.888185107,3.175148463,165.2178934,0,0,0,0,0,0,0,0,0,0,104.408459,6.066367068,11.12690298,45.20369982,0,104.408459,0,0,0,0,0,51.27006689,0,11.12690298,0,0,0,104.408459,0,0,0,0,6.066367068,45.20369982,11.12690298,0,0,0,0,0,56.33060281,0,0,6.066367068,0,0,0,104.408459,0,54.77153394,0,0.727052942,0.433734568,0,1.401011887,0,0,0,0,21,0,0,0,0,0,2,0,2,0,0,9,1,0,0,0,2,9.2342,96.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XITQUSLLOSKDTB-UHFFFAOYSA-N,Nitrofen,ClC[2]=C(OC[5]=CHCH=C(N[+1](O[-1])=O)CH=CH@5)CH=CHC(Cl)=CH@2,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,-5.46,3.47E-06,284.1,4.04,-1.193922468,0.063984905,10.49110241,-0.473165912,10.49110241,0.004215797,0.606269085,284.098,277.042,282.9802984,92,0,0.269195977,-0.455800278,0.455800278,0.269195977,1.055555556,1.722222222,2.277777778,35.49683523,10.27408199,2.068039253,-2.067976595,2.315123456,-1.884680782,6.350554724,-0.38444919,2.20564439,584.3764363,13.12095586,8.969339297,10.48119719,8.558550648,4.93436901,5.690297956,3.427816866,4.271452773,2.169274493,2.699741161,1.320843074,1.767912841,-1.78,11747.70394,12.67108664,5.246450354,2.910731082,112.8615507,4.736862954,11.49902367,0,0,5.687386275,0,10.11431827,0,0,0,23.20187978,30.33183534,17.15536745,9.945944363,9.660174003,28.88926606,0,0,0,0,0,62.62415438,0,11.49902367,4.736862954,5.687386275,11.49902367,23.20187978,4.923311049,0,10.11431827,0,42.46456948,10.04526663,0,0,52.37,4.923311049,10.11431827,0,5.687386275,21.54429029,0,24.26546827,18.19910121,0,0,27.93874273,5.485676808,11.70405203,10.0179365,11.37712305,0.004215797,0.902539053,10.56401231,0,0,0,0,18,0,4,0,0,0,2,0,2,3,0,6,3,0,0,0,2,4.6939,69.6324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XJCLWVXTCRQIDI-UHFFFAOYSA-N,Sulfallate,ClC(=CH2)CH2SC(=S)N(CH2CH3)CH2CH3,C=C(Cl)CSC(=S)N(CC)CC,-3.39,0.00040738,223.82,2.339,-0.405465108,0.393128828,5.619477198,0.647690854,5.619477198,0.647690854,0.674825041,223.794,209.682,223.0256191,70,0,0.136205768,-0.358071785,0.358071785,0.136205768,1.5,2,2.333333333,35.4957066,10.57480878,2.045184169,-2.199537487,2.137204867,-2.262796959,8.225707476,0.482093856,3.766284485,166.4407955,9.560477932,7.470101774,9.859023882,5.612590865,3.863288335,5.635099658,2.244133991,4.387821783,1.373900868,3.275700106,0.713138697,2.032642608,0.27,349.029098,12.27,6.750298184,5.011734618,89.14923297,4.899909731,4.320534086,0,0,0,0,0,0,0,0,42.15963397,13.8474744,23.87465277,0,0,39.90123237,0,4.899909731,0,13.8474744,18.84236642,11.61122204,0,0,0,0,0,35.58069828,28.06281023,0,0,13.8474744,11.61122204,0,0,0,3.24,0,0,0,0,10.78513996,17.4100469,0,11.76188495,0,25.32631981,23.81881333,0.904444444,12.36847411,2.124830247,0.647690854,0,0.705246914,0,0,9.693757874,0,0.625,12,0,1,0,0,0,0,0,0,2,0,4,4,0,0,0,0,3.0988,62.97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
XJCVRTZCHMZPBD-UHFFFAOYSA-N,3-Nitroaniline,N(=O)(=O)C[4]=CHC(=CHCH=CH@4)NH2,Nc1cccc([N+](=O)[O-])c1,-2.19,0.006456542,138.14,1.348,-6.536691598,2.91E-07,10.10314815,-0.475833333,10.10314815,0.027777778,0.359543609,138.126,132.078,138.0429274,52,0,0.270982451,-0.398524788,0.398524788,0.270982451,1.5,2.2,2.6,16.62821394,10.2765817,2.015576907,-1.90382417,2.127951824,-1.891746002,5.463639647,-0.384377218,3.069899266,259.6796584,7.560477932,5.150461522,5.150461522,4.698377303,2.698797509,2.698797509,1.852096332,1.852096332,1.081029057,1.081029057,0.638360716,0.638360716,-1.58,178.1927874,6.538764846,2.344994096,1.222616942,57.42426954,5.733667477,0,0,0,5.687386275,0,10.11431827,0,0,0,6.066367068,6.066367068,17.82012041,4.923311049,4.923311049,11.37477255,0,0,0,0,5.733667477,34.37978654,0,0,5.733667477,11.37477255,0,0,4.923311049,0,10.11431827,0,24.26546827,0,0,0,69.16,4.923311049,10.11431827,0,5.687386275,5.687386275,0,12.13273414,12.13273414,0,0,5.733667477,0,0,9.627314815,10.10314815,5.731018519,0,5.871851852,0,0,0,0,10,2,4,0,0,0,1,0,1,3,1,4,1,0,0,0,1,1.177,37.5088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XKEFYDZQGKAQCN-UHFFFAOYSA-N,"1,3,5-Trichlorobenzene",ClC[2]=CHC(=CHC(=CH@2)Cl)Cl,Clc1cc(Cl)cc(Cl)c1,-4.54,2.88E-05,181.44,4.063,6.319968614,2089145.145,5.581358025,0.5625,5.581358025,0.5625,0.573089121,181.449,178.425,179.9300331,48,0,0.04351141,-0.084233321,0.084233321,0.04351141,0.666666667,0.888888889,1.111111111,35.49797714,10.35900073,1.921952586,-1.912755073,2.211839171,-1.652252581,6.377248408,1.704714412,3.16567031,169.0651777,6.853371151,4.365944227,6.633731065,4.18154055,2.298997517,3.432890936,1.587666373,2.896973714,0.827326835,1.481980506,0.520178761,1.393014894,0.09,85.75693819,7.200011001,2.782200282,2.052723741,68.3412018,0,0,0,0,0,0,0,0,0,0,34.80281967,18.19910121,15.06789994,0,0,34.80281967,0,0,0,0,0,33.26700115,0,0,0,0,0,34.80281967,0,0,0,0,18.19910121,15.06789994,0,0,0,0,0,0,0,15.06789994,0,0,18.19910121,0,0,34.80281967,0,16.74407407,0,1.6875,0,0,4.901759259,0,0,0,0,9,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,3.6468,41.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XKJMBINCVNINCA-UHFFFAOYSA-N,Linuron,ClC[2]=C(CH=CHC(=CH@2)NHC(=O)N(OCH3)CH3)Cl,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.52,0.000301995,249.11,2.65,-5.247024072,5.66E-06,11.3534486,-0.392695263,11.3534486,0.383830152,0.818242164,249.097,239.017,248.0119329,82,0,0.344982323,-0.30600981,0.344982323,0.30600981,1.4,2.066666667,2.6,35.4982611,10.29812637,2.078505242,-2.142277365,2.245027055,-2.296753057,6.417272931,-0.059759705,2.729689123,371.1300188,11.42228525,8.25168993,9.763547822,7.040912558,4.08176536,4.837694306,2.73908279,3.553483043,1.730734481,2.469763759,0.858995381,1.157086563,-0.97,1999.368972,12.10127584,5.207126085,3.266378034,97.6715636,5.316788604,0,0,0,0,6.031114512,4.837588584,9.857754909,0,0,23.20187978,18.19910121,12.73505826,17.15506417,9.632125768,34.92038057,0,5.063217725,0,0,19.47425813,28.24436783,0,0,5.316788604,10.48192346,0,23.20187978,25.25180176,4.837588584,0,0,18.19910121,10.04526663,0,0,41.57,6.031114512,4.794537184,0,0,15.7326529,5.063217725,14.15746952,18.19910121,0,5.316788604,28.03946836,0,11.50989967,16.05381549,4.461024371,0.553981481,0,4.420010393,0,0,2.890157488,0.222222222,15,1,4,0,0,0,1,0,1,2,1,6,2,0,0,0,1,3.0185,60.2527,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
XKQUAQGQLZDDBV-UHFFFAOYSA-N,"2,2',4,4',5,6'-Hexachlorodiphenyl ether",O(C[2]C(=CHC(=C(CH=@2)Cl)Cl)Cl)C[13]C(=CHC(=CHC=@13Cl)Cl)Cl,Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,-8.04,9.12E-09,376.86,5.453,4.268697949,18565.12805,6.01207546,0.243539305,6.01207546,0.243539305,0.495912733,376.881,372.849,373.8393308,100,0,0.164263258,-0.452597481,0.452597481,0.164263258,0.578947368,1.105263158,1.684210526,35.50178642,10.2884054,2.135966259,-2.116924712,2.419382794,-1.884016064,6.434384232,0.483264769,2.446754884,617.3521142,14.15433606,8.985436205,13.52100988,8.879917853,4.851542786,7.119329624,3.497359967,5.969796382,2.149882179,3.947123177,1.318947831,2.788480569,-0.02,14523.90068,15.37038037,6.172602309,3.546671126,139.4216399,4.736862954,5.749511833,5.749511833,0,0,0,0,0,0,0,69.60563934,18.19910121,11.08900038,25.11316657,4.736862954,69.60563934,0,0,0,0,0,54.40126816,0,11.49902367,4.736862954,0,11.49902367,69.60563934,0,0,0,0,24.26546827,30.13579988,0,0,9.23,0,0,0,20.81741177,20.81741177,0,24.26546827,0,0,0,74.3425023,5.563966049,35.57448369,0,1.854572958,0,0.53723293,5.969744373,0,0,0,0,19,0,1,0,0,0,2,0,2,1,0,7,2,0,0,0,2,7.3993,83.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XKYICAQFSCFURC-UHFFFAOYSA-N,Isopentyl formate,O(CH2CH2CH(CH3)CH3)CH=O,CC(C)CCOC=O,-1.52,0.030199517,116.18,1.373,4.199705078,15838.17284,9.564127929,0.488472222,9.564127929,0.488472222,0.407308726,116.16,104.064,116.0837296,48,0,0.292575688,-0.467890231,0.467890231,0.292575688,1.625,2.25,2.625,16.51692378,10.14867552,1.903222699,-1.996477965,1.966068097,-1.956396796,5.362495422,-0.128467145,2.814002148,59.54887502,6.405777394,5.385410682,5.385410682,3.77005561,2.823028484,2.823028484,2.149537841,2.149537841,0.881093911,0.881093911,0.351856165,0.351856165,-0.53,48.27551104,7.47,4.624559505,5.47,49.83902893,4.736862954,0,0,0,6.472220865,0,4.794537184,0,0,0,13.8474744,12.33872767,0,6.606881965,9.531400138,6.472220865,0,0,5.917906046,20.26829602,6.606881965,0,0,0,0,0,0,0,13.07910283,9.531400138,5.917906046,20.26829602,0,0,0,0,26.3,0,4.794537184,0,0,18.99700888,6.420821623,0,0,0,18.58433735,0,4.46375,0,9.564127929,0,0,0.620324074,0,0.957083333,5.228047997,0,0.833333333,8,0,2,0,0,0,0,0,0,2,0,2,4,0,0,0,0,1.2055,31.471,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
XLNZEKHULJKQBA-UHFFFAOYSA-N,Terbufos,S(P(=S)(OCH2CH3)OCH2CH3)CH2SC(CH3)(CH3)CH3,CCOP(=S)(OCC)SCSC(C)(C)C,-4.522,3.01E-05,288.48,1.971,0.891598119,7.791088167,5.537947846,-2.076226852,5.537947846,0.269437122,0.505229026,288.44,267.272,288.0441295,92,0,0.247628151,-0.321949084,0.321949084,0.247628151,1.133333333,1.6,1.933333333,32.92268617,10.25628066,2.201068589,-2.222202084,2.616539948,-2.068383351,8.690757295,0.28046864,4.018684249,205.8932214,11.94974747,10.10977539,13.45369233,6.828427125,5.003334989,10.21776753,3.786423333,12.26398167,1.277183433,8.612292415,0.695709896,8.203458395,1.27,1009.227143,16.27,7.567971465,9.015632649,107.1739409,9.047494323,0,0,5.693537601,0,0,0,0,0,11.76188495,32.1529364,25.65433049,9.831908044,13.21376393,9.047494323,40.64400343,0,0,0,39.36570845,18.29864952,0,0,0,0,0,0,28.83714735,23.04567197,20.85435041,0,34.618686,0,0,0,0,18.46,5.693537601,0,0,4.747022453,13.21376393,5.084885591,0,11.3817248,25.60935935,20.7712116,20.85435041,11.34533281,8.925330688,0,0.93132716,-2.076226852,0,0,0,11.76312508,0,1,15,0,2,0,0,0,0,0,0,5,0,6,7,0,0,0,0,4.5063,77.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
XMGQYMWWDOXHJM-UHFFFAOYSA-N,Limonene,C[1]H(CH2CH2C(=CHCH2@1)CH3)C(=CH2)CH3,C=C(C)C1CC=C(C)CC1,-4,0.0001,136.26,3.267,7.641724454,43825255.23,3.97457483,0.767314815,3.97457483,0.767314815,0.485034492,136.238,120.11,136.1252005,56,0,-0.017096319,-0.099849371,0.099849371,0.017096319,1.7,2.4,2.8,14.16772644,9.860904676,2.112764569,-2.194708039,2.268533557,-2.043086249,5.092421184,0.540328057,2.495412227,162.8771238,7.560477932,6.983127663,6.983127663,4.698377303,4.009201922,4.009201922,3.368130306,3.368130306,2.334890912,2.334890912,1.412842425,1.412842425,-0.52,180.9125147,7.585485232,3.046280408,1.728509717,63.63869284,0,0,0,0,0,0,0,0,0,0,23.80116485,39.02784531,0,0,0,0,0,0,5.917906046,33.10993927,0,23.80116485,0,0,0,0,0,0,0,0,5.917906046,33.10993927,23.80116485,0,0,0,0,0,0,0,0,0,5.917906046,24.8355694,5.57310453,0,26.50243019,0,0,0,0,0,2.903935185,0.767314815,0,6.16587963,8.329537037,0,0.6,10,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3.3089,45.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XNLICIUVMPYHGG-UHFFFAOYSA-N,2-Pentanone,C(=O)(CH2CH2CH3)CH3,CCCC(C)=O,-0.19,0.645654229,86.15,1.064,1.832581464,68.01136072,10.04375,0.289351852,10.04375,0.289351852,0.495768832,86.134,76.054,86.07316494,36,0,0.129329532,-0.300031213,0.300031213,0.129329532,1.666666667,2.166666667,2.166666667,16.13716138,10.2570377,1.832593837,-1.801578671,1.839311052,-1.840258795,5.747426571,-0.116530455,2.83125711,47.90013453,4.991563832,4.322461853,4.322461853,2.77005561,2.264784317,2.264784317,1.452015103,1.452015103,0.602062073,0.602062073,0.352062073,0.352062073,-0.33,14.83446686,5.67,2.884132762,3.67,38.36054159,4.794537184,5.783244946,0,0,0,0,0,0,0,0,6.9237372,13.34455882,6.420821623,0,4.794537184,5.783244946,0,0,0,26.68911765,0,0,0,0,0,0,0,0,5.783244946,4.794537184,0,26.68911765,0,0,0,0,17.07,0,4.794537184,0,5.783244946,0,12.84164325,0,6.9237372,6.9237372,0,0,0,0,10.04375,0,0,0.289351852,0,1.717592593,3.615972222,0,0.8,6,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1.3755,25.589,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XQUXKZZNEFRCAW-UHFFFAOYSA-N,Fenpropathrin,N#CCH(OC(=O)C[8]HC(C@8(CH3)CH3)(CH3)CH3)C[28]=CHC(=CHCH=CH@28)OC[39]=CHCH=CHCH=CH@39,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.03,9.33E-07,349.46,3.557,2.900422094,795.1006235,12.55056473,-0.949978374,12.55056473,0.122661047,0.690078528,349.43,326.246,349.1677936,134,0,0.311226638,-0.457370815,0.457370815,0.311226638,1,1.615384615,2.192307692,16.54496844,10.012,2.688882472,-2.135295922,2.683861735,-2.148611006,5.788663886,-0.14951244,1.738946238,835.1911238,18.94938299,15.52281143,15.52281143,12.26920518,8.70123212,8.70123212,7.810018891,7.810018891,5.747436614,5.747436614,3.504488244,3.504488244,-2.8,728180.9274,18.00498866,6.493107039,3.174662732,153.9132796,9.473725908,17.56824498,0,6.103966388,0,5.969305288,4.794537184,0,5.261891555,0,58.02678414,35.09544921,5.563451492,5.917906046,14.26826309,5.969305288,5.261891555,0,16.74788698,33.79891519,0,60.16075511,0,17.56824498,4.736862954,0,11.49902367,0,5.969305288,9.531400138,28.07899985,39.36236668,54.59730362,0,0,0,59.32,6.103966388,10.05642874,0,22.71719227,17.06247516,0,0,24.26546827,30.33183534,33.76417011,9.473725908,11.32522156,0,12.55056473,9.503330747,0.357032875,0.781708197,18.56454181,-0.949978374,8.200911784,0,0.363636364,26,0,4,1,0,1,2,0,2,4,0,4,5,1,0,1,3,5.26898,98.456,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRHGWAGWAHHFLF-UHFFFAOYSA-N,Isazofos,ClC[2]N(N=C(N=@2)OP(=S)(OCH2CH3)OCH2CH3)CH(CH3)CH3,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,-3.66,0.000218776,313.78,2.665,-2.944438979,0.001136478,5.928971596,-2.841623205,5.928971596,0.082345679,0.720533255,313.747,296.611,313.0416767,104,0,0.382438028,-0.387901389,0.387901389,0.382438028,1.333333333,1.888888889,2.277777778,35.49570246,10.41568991,2.24293539,-2.180553617,2.485467732,-2.047640063,8.072916812,0.213260825,2.875062459,430.6923929,13.75914855,10.79137585,13.25822857,8.414832661,5.622293576,8.55629665,3.57577583,6.848877475,1.827249022,4.476769105,1.159334084,3.386805856,-0.2,8130.290914,15.85617978,6.818990635,4.172492284,116.8367094,4.523747162,0,0,5.28358632,0,12.72907207,9.047494323,4.681802935,4.983978521,5.098681808,0,39.29588869,17.84869692,13.21376393,13.57124149,30.12640321,0,14.76446326,0,33.73678963,13.21376393,5.28358632,0,6.01046484,4.523747162,0,6.01046484,18.31954712,27.97822719,20.85435041,0,33.73678963,0,5.28358632,0,0,58.4,6.718607232,0,0,17.33589199,13.21376393,0,4.681802935,0,27.6949488,10.08266033,36.97903746,17.6497027,11.14145553,3.97756787,4.356253307,0,0,0.165115846,0,5.459904748,0,0.777777778,18,0,6,0,0,0,0,1,1,7,0,9,7,0,0,0,1,3.1887,73.582,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XSQUKJJJFZCRTK-UHFFFAOYSA-N,Urea,NH2C(=O)NH2,NC(N)=O,0.96,9.120108394,60.07,-1.864,-15.55597673,2.78E-16,9,-0.833333333,9,0.833333333,0.370507351,60.056,56.024,60.03236275,24,0,0.309056401,-0.35184624,0.35184624,0.309056401,1.5,1.5,1.5,16.1550513,11.19589811,1.603229127,-1.623988117,1.253265373,-2.182471059,5.685858585,0.256190111,2.803039488,29.01955001,3.577350269,2.062948829,2.062948829,1.732050808,0.781474414,0.781474414,0.402368927,0.402368927,0,0,0,0,-0.73,3.245112498,3.27,0.710528634,0.173734284,23.58055452,11.46733495,0,0,0,0,6.031114512,0,4.794537184,0,0,0,0,0,0,4.794537184,6.031114512,0,0,11.46733495,0,0,0,0,0,11.46733495,4.794537184,0,0,6.031114512,0,0,0,0,0,0,0,69.11,6.031114512,0,0,0,0,0,0,0,0,11.46733495,4.794537184,0,0,9,0,8.5,0,-0.833333333,0,0,0,0,4,4,3,0,0,0,0,0,0,1,2,3,0,0,0,0,0,-0.9762,13.7708,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
